D:/App Development/cctv_crash_detector/training_data/0.jpg,374,631,577,807,non-bike
D:/App Development/cctv_crash_detector/training_data/0_flipped.jpg,1343,631,1546,807,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,355,404,394,456,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,270,355,307,398,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,262,323,291,350,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,334,297,353,316,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,389,308,407,327,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,11,345,64,373,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,64,363,122,395,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,112,324,144,348,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,170,321,205,341,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,159,308,187,325,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,134,298,165,320,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,173,288,198,307,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,224,295,247,310,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,209,289,231,302,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,312,282,329,297,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,394,279,408,295,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,334,264,344,277,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,254,283,271,295,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,274,273,287,283,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,260,270,273,280,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,255,264,266,272,non-bike
D:/App Development/cctv_crash_detector/training_data/1.jpg,291,265,301,273,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,385,421,415,474,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,309,381,335,415,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,283,384,305,403,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,330,364,346,384,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,389,346,400,357,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,352,327,360,336,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,5,426,65,469,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,1,377,56,448,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,198,376,227,395,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,204,364,226,377,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,243,354,263,367,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,275,333,286,342,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,289,325,299,333,non-bike
D:/App Development/cctv_crash_detector/training_data/100.jpg,392,338,402,347,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,257,318,284,340,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,307,309,330,329,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,347,307,368,328,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,324,264,338,275,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,101,341,133,369,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,108,318,136,340,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,128,293,159,315,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,193,301,218,318,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,169,286,185,299,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,147,282,169,294,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,183,266,236,301,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,258,269,273,280,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,251,262,264,272,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,277,259,290,269,non-bike
D:/App Development/cctv_crash_detector/training_data/1000.jpg,244,249,262,265,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,324,318,351,340,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,278,309,301,329,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,240,307,261,328,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,270,264,284,275,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,475,341,507,369,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,472,318,500,340,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,449,293,480,315,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,390,301,415,318,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,423,286,439,299,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,439,282,461,294,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,372,266,425,301,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,335,269,350,280,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,344,262,357,272,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,318,259,331,269,non-bike
D:/App Development/cctv_crash_detector/training_data/1000_flipped.jpg,346,249,364,265,non-bike
D:/App Development/cctv_crash_detector/training_data/1001_flipped.jpg,1160,664,1377,795,non-bike
D:/App Development/cctv_crash_detector/training_data/1001_flipped.jpg,1041,465,1166,612,non-bike
D:/App Development/cctv_crash_detector/training_data/1001_flipped.jpg,957,642,1073,782,non-bike
D:/App Development/cctv_crash_detector/training_data/1002.jpg,1147,586,1375,754,non-bike
D:/App Development/cctv_crash_detector/training_data/1003.jpg,1,175,23,193,non-bike
D:/App Development/cctv_crash_detector/training_data/1003.jpg,248,157,271,170,non-bike
D:/App Development/cctv_crash_detector/training_data/1003.jpg,116,136,128,147,non-bike
D:/App Development/cctv_crash_detector/training_data/1003.jpg,69,139,81,150,non-bike
D:/App Development/cctv_crash_detector/training_data/1003_flipped.jpg,297,175,319,193,non-bike
D:/App Development/cctv_crash_detector/training_data/1003_flipped.jpg,49,157,72,170,non-bike
D:/App Development/cctv_crash_detector/training_data/1003_flipped.jpg,192,136,204,147,non-bike
D:/App Development/cctv_crash_detector/training_data/1003_flipped.jpg,239,139,251,150,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,165,494,281,560,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,378,271,428,317,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,406,203,438,230,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,111,268,165,296,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,240,207,271,225,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,156,239,200,260,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,350,113,390,144,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,223,227,253,244,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,315,173,337,186,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,197,212,227,231,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,346,174,368,189,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,218,197,247,214,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,462,193,475,211,bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,412,181,435,198,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,305,170,325,183,non-bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,71,250,90,276,bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,99,257,119,281,bike
D:/App Development/cctv_crash_detector/training_data/1004.jpg,145,233,159,249,bike
D:/App Development/cctv_crash_detector/training_data/1004_flipped.jpg,359,494,475,560,non-bike
